city,country
Santo António,Democratic Republic of São Tomé and Príncipe
Santa Catarina,Democratic Republic of São Tomé and Príncipe
Porto Alegre,Democratic Republic of São Tomé and Príncipe
Abha,Kingdom of Saudi Arabia
Al-Abwa,Kingdom of Saudi Arabia
Al Artaweeiyah,Kingdom of Saudi Arabia
Badr,Kingdom of Saudi Arabia
Baljurashi,Kingdom of Saudi Arabia
Bisha,Kingdom of Saudi Arabia
Bareg,Kingdom of Saudi Arabia
Buraydah,Kingdom of Saudi Arabia
Al Bahah,Kingdom of Saudi Arabia
Buq a,Kingdom of Saudi Arabia
Dammam,Kingdom of Saudi Arabia
Dhahran,Kingdom of Saudi Arabia
Dhurma,Kingdom of Saudi Arabia
Dahaban,Kingdom of Saudi Arabia
Diriyah,Kingdom of Saudi Arabia
Duba,Kingdom of Saudi Arabia
Dumat Al-Jandal,Kingdom of Saudi Arabia
Dawadmi,Kingdom of Saudi Arabia
Farasan city,Kingdom of Saudi Arabia
Gatgat,Kingdom of Saudi Arabia
Gerrha,Kingdom of Saudi Arabia
Gurayat,Kingdom of Saudi Arabia
Al-Gwei'iyyah,Kingdom of Saudi Arabia
Hautat Sudair,Kingdom of Saudi Arabia
Habala,Kingdom of Saudi Arabia
Hajrah,Kingdom of Saudi Arabia
Haql,Kingdom of Saudi Arabia
Al-Hareeq,Kingdom of Saudi Arabia
Harmah,Kingdom of Saudi Arabia
Ha'il,Kingdom of Saudi Arabia
Hotat Bani Tamim,Kingdom of Saudi Arabia
Hofuf,Kingdom of Saudi Arabia
Huraymila,Kingdom of Saudi Arabia
Hafr Al-Batin,Kingdom of Saudi Arabia
Jabal Umm al Ru'us,Kingdom of Saudi Arabia
Jalajil,Kingdom of Saudi Arabia
Al Jawf,Kingdom of Saudi Arabia
Jeddah,Kingdom of Saudi Arabia
Jizan,Kingdom of Saudi Arabia
Jizan Economic City,Kingdom of Saudi Arabia
Jubail,Kingdom of Saudi Arabia
Al Jafer,Kingdom of Saudi Arabia
Khafji,Kingdom of Saudi Arabia
Khaybar,Kingdom of Saudi Arabia
King Abdullah Economic City,Kingdom of Saudi Arabia
Khamis Mushayt,Kingdom of Saudi Arabia
Al Kharj,Kingdom of Saudi Arabia
"Knowledge Economic City, Medina",Kingdom of Saudi Arabia
Khobar,Kingdom of Saudi Arabia
Al-Khutt,Kingdom of Saudi Arabia
Layla,Kingdom of Saudi Arabia
Lihyan,Kingdom of Saudi Arabia
Al Lith,Kingdom of Saudi Arabia
Al Majma'ah,Kingdom of Saudi Arabia
Mastoorah,Kingdom of Saudi Arabia
Al Mikhwah,Kingdom of Saudi Arabia
Al-Mubarraz,Kingdom of Saudi Arabia
Al Mawain,Kingdom of Saudi Arabia
Mecca,Kingdom of Saudi Arabia
Medina,Kingdom of Saudi Arabia
Muzahmiyya,Kingdom of Saudi Arabia
Najran,Kingdom of Saudi Arabia
Al-Namas,Kingdom of Saudi Arabia
Omloj,Kingdom of Saudi Arabia
Al-Omran,Kingdom of Saudi Arabia
Al-Oyoon,Kingdom of Saudi Arabia
Qadeimah,Kingdom of Saudi Arabia
Qatif,Kingdom of Saudi Arabia
Qaisumah,Kingdom of Saudi Arabia
Al Qunfudhah,Kingdom of Saudi Arabia
Rabigh,Kingdom of Saudi Arabia
Rafha,Kingdom of Saudi Arabia
Ar Rass,Kingdom of Saudi Arabia
Ras Tanura,Kingdom of Saudi Arabia
Riyadh,Kingdom of Saudi Arabia
Riyadh Al-Khabra,Kingdom of Saudi Arabia
Rumailah,Kingdom of Saudi Arabia
Sabt Al Alaya,Kingdom of Saudi Arabia
Saihat,Kingdom of Saudi Arabia
Safwa city,Kingdom of Saudi Arabia
Sakakah,Kingdom of Saudi Arabia
Sharurah,Kingdom of Saudi Arabia
Shaqraa,Kingdom of Saudi Arabia
Shaybah,Kingdom of Saudi Arabia
As Sulayyil,Kingdom of Saudi Arabia
Taif,Kingdom of Saudi Arabia
Tabuk,Kingdom of Saudi Arabia
Tanomah,Kingdom of Saudi Arabia
Tarout,Kingdom of Saudi Arabia
Tayma,Kingdom of Saudi Arabia
Thadiq,Kingdom of Saudi Arabia
Thuwal,Kingdom of Saudi Arabia
Thuqbah,Kingdom of Saudi Arabia
Turaif,Kingdom of Saudi Arabia
Tabarjal,Kingdom of Saudi Arabia
Udhailiyah,Kingdom of Saudi Arabia
Al-`Ula,Kingdom of Saudi Arabia
Um Al-Sahek,Kingdom of Saudi Arabia
Unaizah,Kingdom of Saudi Arabia
Uqair,Kingdom of Saudi Arabia
'Uyayna,Kingdom of Saudi Arabia
Uyun AlJiwa,Kingdom of Saudi Arabia
Wadi Al-Dawasir,Kingdom of Saudi Arabia
Al Wajh,Kingdom of Saudi Arabia
Yanbu,Kingdom of Saudi Arabia
Az Zaimah,Kingdom of Saudi Arabia
Zulfi,Kingdom of Saudi Arabia
Dakar,Republic of Senegal
Touba,Republic of Senegal
Thiès,Republic of Senegal
Rufisque,Republic of Senegal
Kaolack,Republic of Senegal
M'Bour,Republic of Senegal
Ziguinchor,Republic of Senegal
Saint-Louis,Republic of Senegal
Diourbel,Republic of Senegal
Louga,Republic of Senegal
Tambacounda,Republic of Senegal
Richard Toll,Republic of Senegal
Kolda,Republic of Senegal
Mbacké,Republic of Senegal
Tivaouane,Republic of Senegal
Joal-Fadiouth,Republic of Senegal
Kaffrine,Republic of Senegal
Dahra,Republic of Senegal
Bignona,Republic of Senegal
Fatick,Republic of Senegal
Dagana,Republic of Senegal
Bambey,Republic of Senegal
Vélingara,Republic of Senegal
Sédhiou,Republic of Senegal
Sébikhotane,Republic of Senegal
Kédougou,Republic of Senegal
Nguékhokh,Republic of Senegal
Kayar,Republic of Senegal
Pout,Republic of Senegal
Mékhé,Republic of Senegal
Matam,Republic of Senegal
Ouro Sogui,Republic of Senegal
Nioro du Rip,Republic of Senegal
Kébémer,Republic of Senegal
Koungheul,Republic of Senegal
Guinguinéo,Republic of Senegal
Bakel,Republic of Senegal
Mboro,Republic of Senegal
Linguère,Republic of Senegal
Sokone,Republic of Senegal
Goudomp,Republic of Senegal
Thiadiaye,Republic of Senegal
Ndioum,Republic of Senegal
Damniadio,Republic of Senegal
Khombole,Republic of Senegal
Gossas,Republic of Senegal
Kanel,Republic of Senegal
Belgrade[2] ¤,Republic of Serbia
Novi Sad[3] ¤,Republic of Serbia
Niš[4] ¤,Republic of Serbia
Kragujevac ¤,Republic of Serbia
Leskovac ¤,Republic of Serbia
Subotica ¤,Republic of Serbia
Kruševac ¤,Republic of Serbia
Kraljevo ¤,Republic of Serbia
Pančevo ¤,Republic of Serbia
Zrenjanin ¤,Republic of Serbia
Šabac ¤,Republic of Serbia
Čačak ¤,Republic of Serbia
Smederevo ¤,Republic of Serbia
Novi Pazar,Republic of Serbia
Valjevo ¤,Republic of Serbia
Sombor ¤,Republic of Serbia
Vranje[5] ¤,Republic of Serbia
Sremska Mitrovica ¤,Republic of Serbia
Loznica,Republic of Serbia
Užice ¤,Republic of Serbia
Požarevac[6] ¤,Republic of Serbia
Jagodina ¤,Republic of Serbia
Stara Pazova,Republic of Serbia
Zaječar ¤,Republic of Serbia
Kikinda ¤,Republic of Serbia
Pirot ¤,Republic of Serbia
Bačka Palanka,Republic of Serbia
Ruma,Republic of Serbia
Paraćin,Republic of Serbia
Vršac,Republic of Serbia
Aleksinac,Republic of Serbia
Smederevska Palanka,Republic of Serbia
Bor ¤,Republic of Serbia
Inđija,Republic of Serbia
Aranđelovac,Republic of Serbia
Prokuplje ¤,Republic of Serbia
Gornji Milanovac,Republic of Serbia
Bujanovac[n 1],Republic of Serbia
Kula,Republic of Serbia
Trstenik,Republic of Serbia
Vrbas,Republic of Serbia
Velika Plana,Republic of Serbia
Bečej,Republic of Serbia
Prijepolje,Republic of Serbia
Negotin,Republic of Serbia
Preševo[n 1],Republic of Serbia
Šid,Republic of Serbia
Kovin,Republic of Serbia
Bačka Topola,Republic of Serbia
Ivanjica,Republic of Serbia
Knjaževac,Republic of Serbia
Petrovac na Mlavi,Republic of Serbia
Tutin,Republic of Serbia
Ćuprija,Republic of Serbia
Odžaci,Republic of Serbia
Vlasotince,Republic of Serbia
Požega,Republic of Serbia
Ub,Republic of Serbia
Apatin,Republic of Serbia
Bogatić,Republic of Serbia
Temerin,Republic of Serbia
Vrnjačka Banja,Republic of Serbia
Priboj,Republic of Serbia
Aleksandrovac,Republic of Serbia
Sjenica,Republic of Serbia
Žabalj,Republic of Serbia
Bajina Bašta,Republic of Serbia
Kanjiža,Republic of Serbia
Kovačica,Republic of Serbia
Raška,Republic of Serbia
Novi Bečej,Republic of Serbia
Svilajnac,Republic of Serbia
Senta,Republic of Serbia
Despotovac,Republic of Serbia
Topola,Republic of Serbia
Lebane,Republic of Serbia
Lučani,Republic of Serbia
Vladičin Han,Republic of Serbia
Kladovo,Republic of Serbia
Surdulica,Republic of Serbia
Alibunar,Republic of Serbia
Pećinci,Republic of Serbia
Kuršumlija,Republic of Serbia
Arilje,Republic of Serbia
Majdanpek,Republic of Serbia
Doljevac,Republic of Serbia
Varvarin,Republic of Serbia
Veliko Gradište,Republic of Serbia
Vladimirci,Republic of Serbia
Bela Crkva,Republic of Serbia
Krupanj,Republic of Serbia
Ada,Republic of Serbia
Žitište,Republic of Serbia
Nova Varoš,Republic of Serbia
Žitorađa,Republic of Serbia
Srbobran,Republic of Serbia
Brus,Republic of Serbia
Sokobanja,Republic of Serbia
Titel,Republic of Serbia
Beočin,Republic of Serbia
Kučevo,Republic of Serbia
Lajkovac,Republic of Serbia
Čajetina,Republic of Serbia
Ljubovija,Republic of Serbia
Bač,Republic of Serbia
Mionica,Republic of Serbia
Svrljig,Republic of Serbia
Knić,Republic of Serbia
Merošina,Republic of Serbia
Bački Petrovac,Republic of Serbia
Sečanj,Republic of Serbia
Koceljeva,Republic of Serbia
Boljevac,Republic of Serbia
Ljig,Republic of Serbia
Žagubica,Republic of Serbia
Osečina,Republic of Serbia
Mali Zvornik,Republic of Serbia
Babušnica,Republic of Serbia
Bela Palanka,Republic of Serbia
Mali Iđoš,Republic of Serbia
Kosjerić,Republic of Serbia
Batočina,Republic of Serbia
Blace,Republic of Serbia
Rača,Republic of Serbia
Malo Crniće,Republic of Serbia
Čoka,Republic of Serbia
Žabari,Republic of Serbia
Plandište,Republic of Serbia
Novi Kneževac,Republic of Serbia
Bojnik,Republic of Serbia
Rekovac,Republic of Serbia
Irig,Republic of Serbia
Opovo,Republic of Serbia
Nova Crnja,Republic of Serbia
Dimitrovgrad,Republic of Serbia
Ćićevac,Republic of Serbia
Ražanj,Republic of Serbia
Sremski Karlovci,Republic of Serbia
Gadžin Han,Republic of Serbia
Golubac,Republic of Serbia
Bosilegrad,Republic of Serbia
Lapovo,Republic of Serbia
Medveđa,Republic of Serbia
Trgovište,Republic of Serbia
Crna Trava,Republic of Serbia
Priština ¤,Republic of Serbia
Glogovac,Republic of Serbia
Kosovo Polje,Republic of Serbia
Lipljan,Republic of Serbia
Obilić,Republic of Serbia
Podujevo,Republic of Serbia
Uroševac,Republic of Serbia
Štimlje,Republic of Serbia
Kačanik,Republic of Serbia
Štrpce,Republic of Serbia
Kosovska Kamenica,Republic of Serbia
Novo Brdo,Republic of Serbia
Gnjilane ¤,Republic of Serbia
Vitina,Republic of Serbia
Kosovska Mitrovica ¤,Republic of Serbia
Leposavić,Republic of Serbia
Srbica,Republic of Serbia
Vučitrn,Republic of Serbia
Zubin Potok,Republic of Serbia
Zvečan,Republic of Serbia
Peć ¤,Republic of Serbia
Istok,Republic of Serbia
Klina,Republic of Serbia
Đakovica,Republic of Serbia
Dečani,Republic of Serbia
Orahovac,Republic of Serbia
Suva Reka,Republic of Serbia
Prizren ¤,Republic of Serbia
Gora1,Republic of Serbia
Kačanik,Republic of Serbia
Bratislava*,Slovak Republic
Košice,Slovak Republic
Prešov,Slovak Republic
Žilina,Slovak Republic
Banská Bystrica,Slovak Republic
Nitra,Slovak Republic
Trnava,Slovak Republic
Trenčín,Slovak Republic
Martin,Slovak Republic
Poprad,Slovak Republic
Prievidza,Slovak Republic
Zvolen,Slovak Republic
Považská Bystrica,Slovak Republic
Nové Zámky,Slovak Republic
Michalovce,Slovak Republic
Spišská Nová Ves,Slovak Republic
Komárno,Slovak Republic
Levice,Slovak Republic
Humenné,Slovak Republic
Bardejov,Slovak Republic
Liptovský Mikuláš,Slovak Republic
Ružomberok,Slovak Republic
Piešťany,Slovak Republic
Topoľčany,Slovak Republic
Lučenec,Slovak Republic
Čadca,Slovak Republic
Dubnica nad Váhom,Slovak Republic
Rimavská Sobota,Slovak Republic
Partizánske*,Slovak Republic
Šaľa,Slovak Republic
Dunajská Streda,Slovak Republic
Trebišov,Slovak Republic
Vranov nad Topľou,Slovak Republic
Hlohovec,Slovak Republic
Brezno,Slovak Republic
Snina,Slovak Republic
Pezinok,Slovak Republic
Senica,Slovak Republic
Nové Mesto nad Váhom,Slovak Republic
Bánovce nad Bebravou,Slovak Republic
Dolný Kubín,Slovak Republic
Žiar nad Hronom*,Slovak Republic
Rožňava,Slovak Republic
Púchov,Slovak Republic
Malacky,Slovak Republic
Handlová,Slovak Republic
Sereď,Slovak Republic
Kežmarok,Slovak Republic
Kysucké Nové Mesto,Slovak Republic
Stará Ľubovňa,Slovak Republic
Galanta,Slovak Republic
Senec,Slovak Republic
Detva,Slovak Republic
Skalica,Slovak Republic
Levoča,Slovak Republic
Veľký Krtíš,Slovak Republic
Zlaté Moravce,Slovak Republic
Revúca,Slovak Republic
Myjava,Slovak Republic
Šamorín,Slovak Republic
Sabinov,Slovak Republic
Svidník,Slovak Republic
Nová Dubnica,Slovak Republic
Bytča,Slovak Republic
Holíč,Slovak Republic
Štúrovo*,Slovak Republic
Stropkov,Slovak Republic
Banská Štiavnica,Slovak Republic
Kolárovo*,Slovak Republic
Šurany,Slovak Republic
Fiľakovo,Slovak Republic
Stará Turá,Slovak Republic
Moldava nad Bodvou,Slovak Republic
Veľké Kapušany,Slovak Republic
Vráble,Slovak Republic
Tvrdošín,Slovak Republic
Veľký Meder,Slovak Republic
Krompachy,Slovak Republic
Modra,Slovak Republic
Stupava,Slovak Republic
Námestovo,Slovak Republic
Hurbanovo*,Slovak Republic
Hriňová,Slovak Republic
Tornaľa*,Slovak Republic
Šahy,Slovak Republic
Kráľovský Chlmec,Slovak Republic
Sečovce,Slovak Republic
Krupina,Slovak Republic
Liptovský Hrádok,Slovak Republic
Turzovka,Slovak Republic
Trstená,Slovak Republic
Svit,Slovak Republic
Želiezovce,Slovak Republic
Hnúšťa,Slovak Republic
Nová Baňa,Slovak Republic
Vrútky,Slovak Republic
Krásno nad Kysucou,Slovak Republic
Turčianske Teplice,Slovak Republic
Medzilaborce,Slovak Republic
Žarnovica,Slovak Republic
Lipany,Slovak Republic
Vrbové,Slovak Republic
Sobrance,Slovak Republic
Spišská Belá,Slovak Republic
Nemšová,Slovak Republic
Gelnica,Slovak Republic
Rajec,Slovak Republic
Poltár,Slovak Republic
Sládkovičovo*,Slovak Republic
Kremnica,Slovak Republic
Brezová pod Bradlom,Slovak Republic
Ilava,Slovak Republic
Gbely,Slovak Republic
Dobšiná,Slovak Republic
Šaštín-Stráže*,Slovak Republic
Bojnice,Slovak Republic
Svätý Jur,Slovak Republic
Sliač,Slovak Republic
Vysoké Tatry*,Slovak Republic
Strážske,Slovak Republic
Veľký Šariš,Slovak Republic
Nováky,Slovak Republic
Trenčianske Teplice,Slovak Republic
Čierna nad Tisou,Slovak Republic
Giraltovce,Slovak Republic
Tlmače,Slovak Republic
Leopoldov,Slovak Republic
Tisovec,Slovak Republic
Spišské Podhradie,Slovak Republic
Medzev,Slovak Republic
Hanušovce nad Topľou,Slovak Republic
Spišské Vlachy,Slovak Republic
Podolínec,Slovak Republic
Jelšava,Slovak Republic
Rajecké Teplice,Slovak Republic
Spišská Stará Ves,Slovak Republic
Dudince,Slovak Republic
Modrý Kameň,Slovak Republic
Ljubljana,Republic of Slovenia
Maribor,Republic of Slovenia
Celje,Republic of Slovenia
Kranj,Republic of Slovenia
Velenje,Republic of Slovenia
Koper,Republic of Slovenia
Novo Mesto,Republic of Slovenia
Ptuj,Republic of Slovenia
Trbovlje,Republic of Slovenia
Kamnik,Republic of Slovenia
Jesenice,Republic of Slovenia
Nova Gorica,Republic of Slovenia
Domžale,Republic of Slovenia
Škofja Loka,Republic of Slovenia
Murska Sobota,Republic of Slovenia
Izola,Republic of Slovenia
Download coordinates as: KML · GPX,Solomon Islands
Auki,Solomon Islands
Buala,Solomon Islands
Gizo (Ghizo),Solomon Islands
Honiara,Solomon Islands
Kamaosi,Solomon Islands
Kirakira (Kaokaona),Solomon Islands
Lata (Santa Cruz),Solomon Islands
Maniora,Solomon Islands
Munda,Solomon Islands
Noro,Solomon Islands
Taro Island,Solomon Islands
Tigoa (Tinggoa),Solomon Islands
Tulagi (Tulaghi),Solomon Islands
Buffalo City Metropolitan Municipality,Republic of South Africa
Ekurhuleni Metropolitan Municipality,Republic of South Africa
eThekwini Metropolitan Municipality,Republic of South Africa
Mangaung Metropolitan Municipality,Republic of South Africa
Alfred Nzo District Municipality,Republic of South Africa
Amajuba District Municipality,Republic of South Africa
Amathole District Municipality,Republic of South Africa
Bojanala District Municipality,Republic of South Africa
Buffalo City Metropolitan Municipality,Republic of South Africa
Cape Winelands District Municipality,Republic of South Africa
Capricorn District Municipality,Republic of South Africa
Central Karoo District Municipality,Republic of South Africa
Chris Hani District Municipality,Republic of South Africa
Dr Kenneth Kaunda District Municipality,Republic of South Africa
Eden District Municipality,Republic of South Africa
Ehlanzeni District Municipality,Republic of South Africa
Ekurhuleni Metropolitan Municipality,Republic of South Africa
eThekwini Metropolitan Municipality,Republic of South Africa
Fezile Dabi District Municipality,Republic of South Africa
Frances Baard District Municipality,Republic of South Africa
Gert Sibande District Municipality,Republic of South Africa
Harry Gwala District Municipality,Republic of South Africa
iLembe District Municipality,Republic of South Africa
Joe Gqabi District Municipality,Republic of South Africa
King Cetshwayo District Municipality,Republic of South Africa
Lejweleputswa District Municipality,Republic of South Africa
Mangaung Metropolitan Municipality,Republic of South Africa
Mopani District Municipality,Republic of South Africa
Namakwa District Municipality,Republic of South Africa
Nkangala District Municipality,Republic of South Africa
OR Tambo District Municipality,Republic of South Africa
Overberg District Municipality,Republic of South Africa
Pixley ka Seme District Municipality,Republic of South Africa
Sarah Baartman District Municipality,Republic of South Africa
Sedibeng District Municipality,Republic of South Africa
Sekhukhune District Municipality,Republic of South Africa
Ugu District Municipality,Republic of South Africa
uMgungundlovu District Municipality,Republic of South Africa
uMkhanyakude District Municipality,Republic of South Africa
uMzinyathi District Municipality,Republic of South Africa
uThukela District Municipality,Republic of South Africa
Vhembe District Municipality,Republic of South Africa
Waterberg District Municipality,Republic of South Africa
West Coast District Municipality,Republic of South Africa
West Rand District Municipality,Republic of South Africa
Xhariep District Municipality,Republic of South Africa
ZF Mgcawu District Municipality,Republic of South Africa
Zululand District Municipality,Republic of South Africa
Abaqulusi Local Municipality,Republic of South Africa
Albert Luthuli Local Municipality,Republic of South Africa
Alfred Duma Local Municipality,Republic of South Africa
Amahlathi Local Municipality,Republic of South Africa
Ba-Phalaborwa Local Municipality,Republic of South Africa
Beaufort West Local Municipality,Republic of South Africa
Bela-Bela Local Municipality,Republic of South Africa
Bergrivier Local Municipality,Republic of South Africa
Big Five Hlabisa Local Municipality,Republic of South Africa
Bitou Local Municipality,Republic of South Africa
Blouberg Local Municipality,Republic of South Africa
Blue Crane Route Local Municipality,Republic of South Africa
Breede Valley Local Municipality,Republic of South Africa
Buffalo City Metropolitan Municipality,Republic of South Africa
Bushbuckridge Local Municipality,Republic of South Africa
Cape Agulhas Local Municipality,Republic of South Africa
Cederberg Local Municipality,Republic of South Africa
City of Matlosana Local Municipality,Republic of South Africa
Collins Chabane Local Municipality,Republic of South Africa
Dannhauser Local Municipality,Republic of South Africa
Dawid Kruiper Local Municipality,Republic of South Africa
Dihlabeng Local Municipality,Republic of South Africa
Dikgatlong Local Municipality,Republic of South Africa
Dipaleseng Local Municipality,Republic of South Africa
Ditsobotla Local Municipality,Republic of South Africa
Dr Beyers Naudé Local Municipality,Republic of South Africa
Dr JS Moroka Local Municipality,Republic of South Africa
Drakenstein Local Municipality,Republic of South Africa
eDumbe Local Municipality,Republic of South Africa
Ekurhuleni Metropolitan Municipality,Republic of South Africa
Elias Motsoaledi Local Municipality,Republic of South Africa
Elundini Local Municipality,Republic of South Africa
eMadlangeni Local Municipality,Republic of South Africa
Emakhazeni Local Municipality,Republic of South Africa
Emalahleni Local Municipality,Republic of South Africa
Emalahleni Local Municipality,Republic of South Africa
Emfuleni Local Municipality,Republic of South Africa
Emthanjeni Local Municipality,Republic of South Africa
Endumeni Local Municipality,Republic of South Africa
Engcobo Local Municipality,Republic of South Africa
Enoch Mgijima Local Municipality,Republic of South Africa
Ephraim Mogale Local Municipality,Republic of South Africa
eThekwini Metropolitan Municipality,Republic of South Africa
Ga-Segonyana Local Municipality,Republic of South Africa
Gamagara Local Municipality,Republic of South Africa
George Local Municipality,Republic of South Africa
Govan Mbeki Local Municipality,Republic of South Africa
Great Kei Local Municipality,Republic of South Africa
Greater Giyani Local Municipality,Republic of South Africa
Greater Kokstad Local Municipality,Republic of South Africa
Greater Letaba Local Municipality,Republic of South Africa
Greater Taung Local Municipality,Republic of South Africa
Greater Tzaneen Local Municipality,Republic of South Africa
Hantam Local Municipality,Republic of South Africa
Hessequa Local Municipality,Republic of South Africa
Impendle Local Municipality,Republic of South Africa
Ingquza Hill Local Municipality,Republic of South Africa
Inkosi Langalibalele Local Municipality,Republic of South Africa
Intsika Yethu Local Municipality,Republic of South Africa
Inxuba Yethemba Local Municipality,Republic of South Africa
JB Marks Local Municipality,Republic of South Africa
Joe Morolong Local Municipality,Republic of South Africa
Jozini Local Municipality,Republic of South Africa
Kagisano-Molopo Local Municipality,Republic of South Africa
Kai !Garib Local Municipality,Republic of South Africa
Kamiesberg Local Municipality,Republic of South Africa
Kannaland Local Municipality,Republic of South Africa
Kareeberg Local Municipality,Republic of South Africa
Karoo Hoogland Local Municipality,Republic of South Africa
Kgatelopele Local Municipality,Republic of South Africa
Kgetlengrivier Local Municipality,Republic of South Africa
Khâi-Ma Local Municipality,Republic of South Africa
!Kheis Local Municipality,Republic of South Africa
Knysna Local Municipality,Republic of South Africa
Kopanong Local Municipality,Republic of South Africa
Kou-Kamma Local Municipality,Republic of South Africa
Kouga Local Municipality,Republic of South Africa
KwaDukuza Local Municipality,Republic of South Africa
Laingsburg Local Municipality,Republic of South Africa
Langeberg Local Municipality,Republic of South Africa
Lekwa Local Municipality,Republic of South Africa
Lekwa-Teemane Local Municipality,Republic of South Africa
Lepelle-Nkumpi Local Municipality,Republic of South Africa
Lephalale Local Municipality,Republic of South Africa
Lesedi Local Municipality,Republic of South Africa
Letsemeng Local Municipality,Republic of South Africa
Madibeng Local Municipality,Republic of South Africa
Mafube Local Municipality,Republic of South Africa
Magareng Local Municipality,Republic of South Africa
Mahikeng Local Municipality,Republic of South Africa
Makana Local Municipality,Republic of South Africa
Makhado Local Municipality,Republic of South Africa
Makhuduthamaga Local Municipality,Republic of South Africa
Maluti-a-Phofung Local Municipality,Republic of South Africa
Mamusa Local Municipality,Republic of South Africa
Mandeni Local Municipality,Republic of South Africa
Mangaung Metropolitan Municipality,Republic of South Africa
Mantsopa Local Municipality,Republic of South Africa
Maphumulo Local Municipality,Republic of South Africa
Maquassi Hills Local Municipality,Republic of South Africa
Maruleng Local Municipality,Republic of South Africa
Masilonyana Local Municipality,Republic of South Africa
Matatiele Local Municipality,Republic of South Africa
Matjhabeng Local Municipality,Republic of South Africa
Matzikama Local Municipality,Republic of South Africa
Mbhashe Local Municipality,Republic of South Africa
Mbizana Local Municipality,Republic of South Africa
Mbombela Local Municipality,Republic of South Africa
Merafong City Local Municipality,Republic of South Africa
Metsimaholo Local Municipality,Republic of South Africa
Mhlontlo Local Municipality,Republic of South Africa
Midvaal Local Municipality,Republic of South Africa
Mkhambathini Local Municipality,Republic of South Africa
Mkhondo Local Municipality,Republic of South Africa
Mnquma Local Municipality,Republic of South Africa
Mogalakwena Local Municipality,Republic of South Africa
Mogale City Local Municipality,Republic of South Africa
Mohokare Local Municipality,Republic of South Africa
Molemole Local Municipality,Republic of South Africa
Moqhaka Local Municipality,Republic of South Africa
Moretele Local Municipality,Republic of South Africa
Moses Kotane Local Municipality,Republic of South Africa
Mossel Bay Local Municipality,Republic of South Africa
Mpofana Local Municipality,Republic of South Africa
Msinga Local Municipality,Republic of South Africa
Msukaligwa Local Municipality,Republic of South Africa
Msunduzi Local Municipality,Republic of South Africa
Mthonjaneni Local Municipality,Republic of South Africa
Mtubatuba Local Municipality,Republic of South Africa
Musina Local Municipality,Republic of South Africa
Nala Local Municipality,Republic of South Africa
Naledi Local Municipality,Republic of South Africa
Nama Khoi Local Municipality,Republic of South Africa
Ndlambe Local Municipality,Republic of South Africa
Ndwedwe Local Municipality,Republic of South Africa
Newcastle Local Municipality,Republic of South Africa
Ngqushwa Local Municipality,Republic of South Africa
Ngwathe Local Municipality,Republic of South Africa
Nkandla Local Municipality,Republic of South Africa
Nketoana Local Municipality,Republic of South Africa
Nkomazi Local Municipality,Republic of South Africa
Nongoma Local Municipality,Republic of South Africa
Nqutu Local Municipality,Republic of South Africa
Ntabankulu Local Municipality,Republic of South Africa
Nyandeni Local Municipality,Republic of South Africa
Okhahlamba Local Municipality,Republic of South Africa
Oudtshoorn Local Municipality,Republic of South Africa
Overstrand Local Municipality,Republic of South Africa
Phokwane Local Municipality,Republic of South Africa
Phumelela Local Municipality,Republic of South Africa
Pixley ka Seme Local Municipality,Republic of South Africa
Polokwane Local Municipality,Republic of South Africa
Port St Johns Local Municipality,Republic of South Africa
Prince Albert Local Municipality,Republic of South Africa
Ramotshere Moiloa Local Municipality,Republic of South Africa
Rand West City Local Municipality,Republic of South Africa
Ratlou Local Municipality,Republic of South Africa
Ray Nkonyeni Local Municipality,Republic of South Africa
Raymond Mhlaba Local Municipality,Republic of South Africa
Renosterberg Local Municipality,Republic of South Africa
Richmond Local Municipality,Republic of South Africa
Richtersveld Local Municipality,Republic of South Africa
Rustenburg Local Municipality,Republic of South Africa
Sakhisizwe Local Municipality,Republic of South Africa
Saldanha Bay Local Municipality,Republic of South Africa
Senqu Local Municipality,Republic of South Africa
Setsoto Local Municipality,Republic of South Africa
Siyancuma Local Municipality,Republic of South Africa
Siyathemba Local Municipality,Republic of South Africa
Sol Plaatje Local Municipality,Republic of South Africa
Stellenbosch Local Municipality,Republic of South Africa
Steve Tshwete Local Municipality,Republic of South Africa
Sundays River Valley Local Municipality,Republic of South Africa
Swartland Local Municipality,Republic of South Africa
Swellendam Local Municipality,Republic of South Africa
Thaba Chweu Local Municipality,Republic of South Africa
Thabazimbi Local Municipality,Republic of South Africa
Theewaterskloof Local Municipality,Republic of South Africa
Thembelihle Local Municipality,Republic of South Africa
Thembisile Hani Local Municipality,Republic of South Africa
Thulamela Local Municipality,Republic of South Africa
Tokologo Local Municipality,Republic of South Africa
Tsantsabane Local Municipality,Republic of South Africa
Tswaing Local Municipality,Republic of South Africa
Tswelopele Local Municipality,Republic of South Africa
Ubuhlebezwe Local Municipality,Republic of South Africa
Ubuntu Local Municipality,Republic of South Africa
Ulundi Local Municipality,Republic of South Africa
Umdoni Local Municipality,Republic of South Africa
uMfolozi Local Municipality,Republic of South Africa
uMhlabuyalingana Local Municipality,Republic of South Africa
uMhlathuze Local Municipality,Republic of South Africa
uMlalazi Local Municipality,Republic of South Africa
uMngeni Local Municipality,Republic of South Africa
uMshwathi Local Municipality,Republic of South Africa
Umsobomvu Local Municipality,Republic of South Africa
uMuziwabantu Local Municipality,Republic of South Africa
